signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l17_ema09,-0.12652694462099134,9.062112667736106e-187,52644,
hs_l2_diff_l2_rolling64,-0.12498190021431123,2.9919570294280162e-182,52644,rolling mean (window=64)
hs_l2_diff_l18_ema09,-0.12466471205983427,2.4920175624025274e-181,52644,
hs_l2_diff_l6_ema09,0.12057211965739822,1.1455945869472154e-169,52644,
hs_l2_diff_l10_rolling64,0.12029919681510647,6.64573348460375e-169,52644,rolling mean (window=64)
hs_l2_diff_l11_rolling64,0.11962225125612641,5.112776401963253e-167,52644,rolling mean (window=64)
hs_l2_diff_l12_rolling64,0.1143443200425248,1.0962703605569518e-152,52644,rolling mean (window=64)
hs_l2_diff_l26_ema09,-0.11165010766681331,1.2600471936479385e-145,52644,
hs_l2_diff_l9_ema09,0.10548098443839264,4.166581389248107e-130,52644,
hs_l2_diff_l16_ema09,-0.10360653314044091,1.4360286525383162e-125,52644,
hs_l2_diff_l10_ema09,0.09436163946215402,2.1190675518545824e-104,52644,
hs_l2_diff_l5_rolling64,0.09268058559942234,9.117620158840187e-101,52644,rolling mean (window=64)
hs_l2_diff_l15_ema09,-0.09060252504538559,2.2927300242135573e-96,52644,
hs_l2_diff_l2_ema09,-0.08837314139419199,9.311188057449437e-92,52644,
hs_l2_diff_l11_ema09,0.08774870968090472,1.7339575775357316e-90,52644,
hs_norm,-0.08700411796714344,5.5152998696397495e-89,52644,
hs_l2_diff_l27_rolling64,-0.0859636152240313,6.600238577773353e-87,52644,rolling mean (window=64)
hs_l2_diff_l12_ema09,0.08456097731789662,3.8090912887806826e-84,52644,
hs_l2_diff_l3_rolling64,-0.07190060040344483,2.7198840613659137e-61,52644,rolling mean (window=64)
hs_l2_diff_l5_ema09,0.07160364910572187,8.432889433820624e-61,52644,
hs_l2_diff_l22,-0.0688554436021654,2.383608831122155e-56,52644,
hs_l2_diff_l21,-0.0667643012830019,4.439680672190777e-53,52644,
hs_l2_diff_l30_ema09,0.06643931451465683,1.4012061665030028e-52,52644,
hs_l2_diff_l23,-0.06573436757048585,1.6628841284663038e-51,52644,
hs_l2_diff_l13_rolling64,0.06503099943605269,1.9115833781452515e-50,52644,rolling mean (window=64)
hs_l2_diff_l30_rolling64,0.06221272366228671,2.608534230313525e-46,52644,rolling mean (window=64)
hs_l2_diff_l20,-0.06079070920131987,2.712505515591383e-44,52644,
kv_val_var_rolling64,-0.059824459621131025,5.988907660215361e-43,52644,rolling mean (window=64)
hs_l2_diff_l28_rolling64,-0.05852098681231823,3.6005366617603727e-41,52644,rolling mean (window=64)
hs_cos_dist_l1,-0.056119774618832566,5.388188171875662e-38,52644,
hs_l2_diff_l24,-0.054675474119673176,3.779894366897739e-36,52644,
hs_cos_dist,0.05380051331002586,4.7048669050685605e-35,52644,
hs_cos_dist_l31,0.05380051331002586,4.7048669050685605e-35,52644,
hs_l2_diff_l8,0.05270190135300603,1.0536222158018983e-33,52644,
hs_cos_dist_l29,0.052457562065349635,2.085484925231888e-33,52644,
hs_l2_diff_l4_rolling64,-0.052434741576788006,2.222447138025726e-33,52644,rolling mean (window=64)
hs_l2_diff_l1_rolling64,-0.05173447652727264,1.5442264003030183e-32,52644,rolling mean (window=64)
hs_l2_diff_l7,0.051645482349263576,1.9719614374649784e-32,52644,
kv_val_var_ema09,-0.051555824197885854,2.5217079864968435e-32,52644,
hs_l2_diff_l19,-0.051502534581302266,2.9179885481187223e-32,52644,
hs_l2_diff_l3_ema09,-0.051368990141269805,4.20388809607544e-32,52644,
hs_cos_dist_l0,-0.05124647964913156,5.871624796670849e-32,52644,
hs_l2_diff_l13_ema09,0.05111030522222589,8.504456841751277e-32,52644,
hs_l2_diff_l25,-0.050638329586785435,3.0478650752703894e-31,52644,
hs_l2_diff_l6,0.0489051504456161,2.9919870690994384e-29,52644,
hs_l2_diff_l27_ema09,-0.04751113055254309,1.0673512578943639e-27,52644,
hs_cos_dist_l6,0.04678794821392754,6.548514385257866e-27,52644,
hs_l2_diff_l9,0.043739928285016445,1.0128484064750096e-23,52644,
hs_cos_dist_l26,0.04006843783549153,3.6846105587752213e-20,52644,
hs_l2_diff_l29_ema09,0.039843781866497945,5.947381681256845e-20,52644,
hs_l2_diff_l18,-0.0397440577778625,7.349533031704898e-20,52644,
hs_l2_diff_l17,-0.039641561909072386,9.13089915740758e-20,52644,
hs_l2_diff_l4_ema09,-0.038362279799358086,1.3087485327427431e-18,52644,
hs_cos_dist_l30,0.0381089625625746,2.1949470870465276e-18,52644,
hs_cos_dist_l5,0.03749293480972598,7.611395328368062e-18,52644,
hs_l2_diff_l10,0.036840732124612696,2.778693714735084e-17,52644,
hs_cos_dist_l7,0.03676866311911837,3.201786055641257e-17,52644,
hs_l2_diff_l0_rolling64,0.03674259502617137,3.3699788646204035e-17,52644,rolling mean (window=64)
hs_l2_diff_l26,-0.036379453678080036,6.851233831830823e-17,52644,
hs_l2_diff_l0_ema09,0.035392854079461016,4.548458304984294e-16,52644,
hs_cos_dist_l27,0.03477495575024499,1.4504946249542916e-15,52644,
hs_l2_diff_l11,0.03468358381293319,1.7189405577175978e-15,52644,
hs_cos_dist_l10,0.03416991831623268,4.429125065565422e-15,52644,
hs_l2_diff_l16,-0.03227203709283374,1.2983288433121513e-13,52644,
hs_cos_dist_l28,0.032204816316357715,1.4583296869690958e-13,52644,
hs_l2_diff_l14_rolling64,-0.032179341299806534,1.5238995972715647e-13,52644,rolling mean (window=64)
hs_l2_diff_l1_ema09,-0.03197714042970267,2.1579592694128785e-13,52644,
hs_l2_diff_l12,0.03186984814110511,2.593217357039923e-13,52644,
hs_l2_diff_l28_ema09,-0.03183504478294826,2.752118977522396e-13,52644,
hs_l2_diff_l5,0.031735511569464886,3.261235202453996e-13,52644,
hs_cos_dist_l11,0.030537142802048188,2.417565834736662e-12,52644,
hs_l2_diff_l29_rolling64,0.029712270360160244,9.192556305598336e-12,52644,rolling mean (window=64)
hs_cos_dist_l24,0.02969574057172921,9.438517403785174e-12,52644,
hs_cos_dist_l9,0.029659917395063795,9.993897688667346e-12,52644,
hs_cos_dist_l2,-0.02867383452305601,4.698107277479661e-11,52644,
hs_cos_dist_l8,0.028400884412849506,7.147052965507303e-11,52644,
hs_l2_diff_l15,-0.02837892831630612,7.391129655004674e-11,52644,
hs_l2_diff_l2,-0.02792150827465149,1.4793853440088577e-10,52644,
hs_cos_dist_l25,0.027540329223986554,2.615989408938209e-10,52644,
hs_l2_diff_l30,0.024115833953642068,3.1322707956838266e-08,52644,
hs_cos_dist_l23,0.022351531254830647,2.9141393303651793e-07,52644,
hs_l2_diff_rolling64,-0.022218672602155595,3.424951490165216e-07,52644,rolling mean (window=64)
hs_l2_diff_l31_rolling64,-0.022218672602155595,3.424951490165216e-07,52644,rolling mean (window=64)
kv_key_var_preRoPE_rolling64,-0.022035358828777572,4.273604588153482e-07,52644,rolling mean (window=64)
kv_key_var_rolling64,-0.02191065054537266,4.963323837912624e-07,52644,rolling mean (window=64)
kv_key_norm_preRoPE_rolling64,-0.021291883734049374,1.0305821019604942e-06,52644,rolling mean (window=64)
kv_key_norm_rolling64,-0.021254912579658277,1.075904065346872e-06,52644,rolling mean (window=64)
hs_l2_diff_ema09,-0.02032362042125317,3.1090741161060017e-06,52644,
hs_l2_diff_l31_ema09,-0.02032362042125317,3.1090741161060017e-06,52644,
kv_key_var_preRoPE_ema09,-0.01807181439276376,3.373193685920546e-05,52644,
kv_key_var_ema09,-0.017954169853538413,3.793836653471833e-05,52644,
hs_cos_dist_l3,-0.01734983593091052,6.862592489556163e-05,52644,
kv_key_norm_preRoPE_ema09,-0.017324142771381997,7.034857146418527e-05,52644,
kv_key_norm_ema09,-0.017290423311617932,7.267148668713136e-05,52644,
hs_l2_diff_l13,0.016844916606592764,0.00011103126397442717,52644,
hs_l2_diff_l0,0.016668851998960017,0.0001309191907906167,52644,
hs_cos_dist_l17,0.014617665303541623,0.0007964728290472811,52644,
hs_cos_dist_l22,0.014378047449214686,0.0009701895733701502,52644,
kv_key_var_preRoPE,-0.014282612597865117,0.0010486733144856378,52644,
kv_key_var,-0.014180672993824648,0.0011389659399796345,52644,
hs_l2_diff_l29,0.013797594735385063,0.0015463884148184598,52644,
kv_key_norm_preRoPE,-0.013706465482219456,0.0016613060283948717,52644,
kv_key_norm,-0.013678552717394155,0.0016980463644231442,52644,
hs_l2_diff_l3,-0.011711363361250761,0.007207183678568284,52644,
hs_cos_dist_l18,0.011645848190603268,0.007538195261323346,52644,
hs_l2_diff_l27,-0.011537208868618464,0.008117219028511941,52644,
h2o_attn,-0.0113479929626608,0.009221340108694203,52644,
hs_cos_dist_l20,0.010914564564780316,0.012269970351710832,52644,
hs_cos_dist_l19,0.010606201659503003,0.01495250787360643,52644,
hs_l2_diff_l28,-0.009165979071735317,0.035460335270181415,52644,
hs_l2_diff_l14_ema09,-0.009120704847986506,0.036378272824042636,52644,
hs_cos_dist_l14,0.008974168627096359,0.03948935566974185,52644,
hs_cos_dist_l16,0.007857235381799756,0.07142416588108187,52644,
hs_l2_diff_l1,-0.0078060167603763025,0.07329022604288947,52644,
hs_cos_dist_l15,0.007770110416681392,0.07462204229473798,52644,
hs_cos_dist_l21,0.007075502088762375,0.10450289824601681,52644,
hs_l2_diff,-0.006492030820646831,0.13634783933405925,52644,
hs_l2_diff_l31,-0.006492030820646831,0.13634783933405925,52644,
kv_val_var,-0.006355805948338007,0.14476502415517928,52644,
cross_head_var,0.006256954431649906,0.1511181513691909,52644,
hs_cos_dist_l13,0.005279927222378472,0.22573410229180146,52644,
hs_l2_diff_l4,-0.004796169135933968,0.27114625462632813,52644,
hs_cos_dist_l4,0.0038947530296844237,0.3715331506052459,52644,
hs_l2_diff_l14,-0.001726382622207112,0.6920335022023388,52644,
hs_cos_dist_l12,0.0003500173179673403,0.9359930510784151,52644,
