signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l22_ema09,-0.007732395984592262,0.04576478035279494,66738,
hs_l2_diff_l9,0.007343942259802843,0.057801285833551576,66738,
hs_l2_diff_l23_rolling64,0.00708488089290894,0.06720875515626538,66738,rolling mean (window=64)
hs_l2_diff_l26,-0.007059359841679154,0.06820011168972949,66738,
hs_l2_diff_l22_rolling64,-0.00699697107478668,0.07067427502849052,66738,rolling mean (window=64)
hs_l2_diff_l28_ema09,0.005964915915430216,0.12333059519544756,66738,
hs_l2_diff_l23,-0.005226580605720685,0.17695086691544365,66738,
hs_l2_diff_l12,0.004626361698946308,0.2320306321458116,66738,
hs_cos_dist_l7,-0.0034445191229037528,0.37355574033486194,66738,
kv_val_var,0.0031839926189022824,0.4107754647278138,66738,
hs_l2_diff_l10,0.002973690189158641,0.44236749444973744,66738,
hs_l2_diff_l8,-0.002537532457751654,0.5121283334067908,66738,
hs_l2_diff_l28_rolling64,0.0023606626608051397,0.5419705100611767,66738,rolling mean (window=64)
hs_cos_dist_l8,-0.0020291410011113293,0.6001443799593721,66738,
kv_val_var_ema09,0.0017725488235736861,0.6470194665191061,66738,
hs_l2_diff_l23_ema09,0.0014998313928300054,0.6984194766673184,66738,
hs_l2_diff_l24,-0.001029193252853333,0.7903364215623278,66738,
hs_l2_diff_l28,-0.0006542445468465379,0.8657868730971829,66738,
kv_val_var_rolling64,0.0004574272615595611,0.905934406411565,66738,rolling mean (window=64)
