signal,spearman_rho,p_value,n_pairs,note
hs_cos_dist_l27,0.05551492568997657,7.311606698448223e-137,200881,
hs_l2_diff_l5,0.05490452855322697,6.573328281314676e-134,200881,
hs_cos_dist_l26,0.054377179097210626,2.204523349439909e-131,200881,
hs_l2_diff_l3,0.0539064761013584,3.775005670619831e-129,200881,
hs_l2_diff_l1,0.05344837758085556,5.395333672783161e-127,200881,
hs_l2_diff_l4,0.0530216072360057,5.286291809092107e-125,200881,
kv_val_var_ema09,0.052256420960881636,1.7911891183964762e-121,200881,
hs_l2_diff_l2,0.0505450032138948,9.168048387656445e-114,200881,
hs_l2_diff_l13,-0.04984140364508662,1.1405289267454125e-110,200881,
hs_cos_dist_l31,0.049538371757996906,2.3803031331134158e-109,200881,
hs_cos_dist,0.049538371757996906,2.3803031331134158e-109,200881,
hs_l2_diff_l6,0.04899435687389661,5.312384587429053e-107,200881,
hs_l2_diff_l10_rolling64,-0.048496463743532135,7.113462229797776e-105,200881,rolling mean (window=64)
hs_cos_dist_l29,0.04748875466799743,1.2305124400182245e-100,200881,
hs_cos_dist_l25,0.043178353947747196,1.6357785827935917e-83,200881,
hs_cos_dist_l6,0.04311156637418432,2.9258368335053197e-83,200881,
hs_cos_dist_l24,0.0367496574129777,5.406887655063391e-61,200881,
hs_l2_diff_l7_ema09,0.035635988871174,1.8501938870938566e-57,200881,
hs_cos_dist_l23,0.029844497517269197,8.008358834495747e-41,200881,
hs_l2_diff_l12,-0.027635993467830088,3.0098590297160406e-35,200881,
hs_cos_dist_l7,0.026070360424059455,1.4927079326899837e-31,200881,
hs_cos_dist_l11,0.024183350184950922,2.2141593894153992e-27,200881,
hs_l2_diff_l8_ema09,0.02403627462635546,4.543041984330994e-27,200881,
hs_cos_dist_l30,0.021182097112752492,2.206999704883526e-21,200881,
hs_l2_diff_l7,0.020761588149871595,1.3244156505841549e-20,200881,
hs_l2_diff_l11,-0.02050930528612082,3.8157689916607734e-20,200881,
hs_l2_diff_l9_ema09,-0.019336518485302764,4.423496527366154e-18,200881,
hs_l2_diff_l8,0.017379326933355352,6.70565695658429e-15,200881,
hs_cos_dist_l22,0.015768300141602784,1.5751343214883154e-12,200881,
hs_l2_diff_l9_rolling64,0.015201338452889478,9.521715056496167e-12,200881,rolling mean (window=64)
kv_val_var,0.014924596719090327,2.2393765130794618e-11,200881,
hs_cos_dist_l12,0.013253815197737776,2.8406603689538396e-09,200881,
hs_l2_diff_l10,-0.012154095382171512,5.105330311271277e-08,200881,
hs_cos_dist_l16,-0.011992814983576768,7.645122440862642e-08,200881,
hs_cos_dist_l17,-0.011946340379777268,8.580393147603083e-08,200881,
hs_cos_dist_l21,0.01158020914311946,2.0988504371740363e-07,200881,
hs_cos_dist_l19,0.009993536741788642,7.493659044425023e-06,200881,
hs_cos_dist_l9,0.009129493651718822,4.2789737246667706e-05,200881,
hs_cos_dist_l10,0.008250246692798165,0.0002174933711042592,200881,
hs_cos_dist_l20,0.008205741715247253,0.0002352248387541797,200881,
kv_val_var_rolling64,-0.006757807882139542,0.0024548788601621825,200881,rolling mean (window=64)
hs_cos_dist_l8,0.004416437621556928,0.04776720405828913,200881,
hs_l2_diff_l9,0.0037240434947739087,0.09509708989884708,200881,
hs_cos_dist_l18,-0.001418723681790712,0.5248645654101771,200881,
hs_cos_dist_l14,-0.0012738720140941023,0.5680383274876172,200881,
hs_cos_dist_l13,0.0003233181590396928,0.8847823312132843,200881,
hs_cos_dist_l15,0.0002062037570240658,0.9263647990051664,200881,
