signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l18_rolling64,-0.08070333774548386,1.6447873729792724e-246,172078,rolling mean (window=64)
hs_l2_diff_l5_rolling64,-0.07912425428824199,5.19664548595017e-237,172078,rolling mean (window=64)
hs_l2_diff_l7_rolling64,0.07910279250664579,6.974740263022454e-237,172078,rolling mean (window=64)
hs_cos_dist_l29,0.07522191133163715,2.3902798540363105e-214,172078,
hs_l2_diff_l20,-0.07177046706661837,2.876387233394873e-195,172078,
hs_l2_diff_l13_rolling64,0.0707702099166697,6.601602097370356e-190,172078,rolling mean (window=64)
hs_l2_diff_l7_ema09,0.06869431648994355,5.05047019941614e-179,172078,
hs_l2_diff_l18_ema09,-0.06868283370357842,5.789315579869219e-179,172078,
hs_l2_diff_l9_ema09,0.06856828635208248,2.2572847944422617e-178,172078,
hs_l2_diff_l8_rolling64,0.06661559736447378,1.8832897996306122e-168,172078,rolling mean (window=64)
hs_cos_dist_l3,-0.06614385941070383,4.2509641563853227e-166,172078,
hs_l2_diff_l27_rolling64,-0.06585801693302486,1.112780995780753e-164,172078,rolling mean (window=64)
hs_l2_diff_l11_ema09,0.0656859175222967,7.890956086951431e-164,172078,
hs_cos_dist_l2,-0.06484344893296538,1.0697996042416333e-159,172078,
hs_l2_diff_l29_ema09,0.06370230892862475,3.474363509874652e-154,172078,
hs_l2_diff_l1,-0.061794129958981606,3.4467178165278316e-145,172078,
hs_cos_dist_l30,0.06157737459782495,3.4830500737339675e-144,172078,
hs_l2_diff_l8_ema09,0.05877226593477116,1.6691099496561748e-131,172078,
hs_l2_diff_l0,-0.056466552044967255,1.589575311181195e-121,172078,
hs_cos_dist_l4,-0.0548287509603068,1.1122570015232216e-114,172078,
hs_l2_diff_l27_ema09,-0.05320600103195355,4.257021606674524e-108,172078,
hs_l2_diff_l28_rolling64,-0.05318623379448814,5.1059074103395665e-108,172078,rolling mean (window=64)
hs_l2_diff_l19,-0.051544198419109954,1.4626828196681013e-101,172078,
hs_l2_diff_l5_ema09,-0.048908500176311355,1.2763453047265496e-91,172078,
hs_l2_diff_l4,-0.04641595845024927,1.0639628587977368e-82,172078,
hs_l2_diff_l13_ema09,0.0449298233815157,1.3306992477898718e-77,172078,
hs_l2_diff_l28_ema09,-0.04367331435695088,2.015906657436403e-73,172078,
hs_cos_dist_l16,0.042525041633472566,1.0502558888992716e-69,172078,
hs_l2_diff_l30,0.039454013005470016,2.99711255855454e-60,172078,
hs_l2_diff_l2,-0.03924239993352715,1.2654547811329402e-59,172078,
hs_cos_dist_l9,0.039202330451417695,1.660801521542272e-59,172078,
hs_l2_diff_l3,-0.03907814977797974,3.8501088459922326e-59,172078,
hs_cos_dist_l11,0.038325035189911025,5.960895751036438e-57,172078,
hs_cos_dist_l10,0.03811298313773257,2.4223952679111694e-56,172078,
hs_l2_diff_l12_rolling64,0.037600277282308456,6.96069009418839e-55,172078,rolling mean (window=64)
hs_l2_diff_l10,0.034236617948174224,8.386251197715469e-46,172078,
hs_cos_dist_l17,0.03358905741147783,3.7568349104828917e-44,172078,
hs_cos_dist_l14,0.032633475606687494,9.002675908902961e-42,172078,
kv_val_var,-0.03260548967055751,1.0544705717181756e-41,172078,
hs_l2_diff_l7,0.03177014339354747,1.1108362498373524e-39,172078,
hs_l2_diff_l27,-0.030218297169910542,4.624501160812542e-36,172078,
hs_l2_diff_l9,0.030140999632992233,6.928789083051791e-36,172078,
hs_l2_diff_l18,-0.029570726226355468,1.3254550662315609e-34,172078,
hs_cos_dist_l28,0.028841763356430485,5.314688369491998e-33,172078,
hs_cos_dist_l12,0.028724433589251197,9.545764947029582e-33,172078,
hs_cos_dist_l18,0.028337477477831427,6.476590759174324e-32,172078,
hs_l2_diff_l8,0.02820042210063431,1.2682218583821357e-31,172078,
hs_cos_dist_l8,0.027514825794974974,3.484532538156754e-30,172078,
hs_l2_diff_l12_ema09,0.02744255015883166,4.9181534013496895e-30,172078,
hs_l2_diff_l11,0.026732549177449362,1.3845901906257135e-28,172078,
hs_cos_dist_l19,0.026053731639593465,3.105617055415624e-27,172078,
hs_cos_dist_l13,0.025823518672293534,8.759759752506411e-27,172078,
hs_l2_diff_l28,-0.02564541332132211,1.9417926538668432e-26,172078,
hs_cos_dist_l27,0.025183296272105464,1.4935168383190807e-25,172078,
hs_cos_dist_l6,0.025045460735251705,2.7252732005996496e-25,172078,
hs_cos_dist_l15,0.0230077154242697,1.356877190113131e-21,172078,
hs_cos_dist_l7,0.02216542978269389,3.722501617846675e-20,172078,
hs_l2_diff_l6_ema09,0.01987777143846635,1.630893069727619e-16,172078,
hs_cos_dist_l20,0.018488623684041704,1.7185767456079546e-14,172078,
hs_norm,0.01819538263925718,4.405345103185173e-14,172078,
hs_l2_diff_l29,0.017217317051997177,9.157245330013603e-13,172078,
hs_l2_diff_l15_rolling64,0.017208210222479713,9.412485512489028e-13,172078,rolling mean (window=64)
hs_l2_diff_l14_ema09,-0.016948019233343395,2.05235614423424e-12,172078,
hs_l2_diff_l14_rolling64,-0.015509503468239467,1.2425883653859308e-10,172078,rolling mean (window=64)
hs_cos_dist_l5,0.014798368848755492,8.304616194627683e-10,172078,
hs_l2_diff_l6,0.01349563042761297,2.162016952999409e-08,172078,
hs_l2_diff_l5,-0.012839124367760156,1.0032014773656077e-07,172078,
hs_l2_diff_l13,0.011992776266836074,6.524075887265554e-07,172078,
hs_l2_diff_l6_rolling64,0.011337764892097058,2.5601371403883027e-06,172078,rolling mean (window=64)
hs_l2_diff_l12,0.01088705553433475,6.29293557864403e-06,172078,
hs_cos_dist_l22,0.010324375350482553,1.8449808404082698e-05,172078,
hs_l2_diff_l14,-0.010073184284015584,2.9322818819137017e-05,172078,
hs_l2_diff_l17_ema09,-0.00907823439575601,0.00016594400561738303,172078,
hs_cos_dist_l26,0.008703789694124263,0.00030552125400702245,172078,
hs_l2_diff_l16_rolling64,0.00841849452271421,0.00047902275651823435,172078,rolling mean (window=64)
hs_cos_dist_l21,0.007798212965329924,0.0012168421649809784,172078,
hs_l2_diff_l17,-0.0069083954141547395,0.0041599153031509385,172078,
hs_l2_diff_l15_ema09,0.005125267746245779,0.033496872743252123,172078,
hs_cos_dist_l25,-0.004626102515351728,0.05498314748371594,172078,
hs_cos_dist_l23,0.003099433676757148,0.19854440482145902,172078,
hs_cos_dist_l24,0.00291422576272087,0.22670847731069538,172078,
hs_l2_diff_l15,-0.002696536385950693,0.26331986049568484,172078,
hs_l2_diff_l17_rolling64,-0.002507447186523945,0.2982746408055562,172078,rolling mean (window=64)
hs_l2_diff_l16,-0.002106755322020034,0.38215916645261944,172078,
hs_l2_diff_l16_ema09,0.000772140809859006,0.7487413966999537,172078,
