signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l26_rolling64,0.007184183456466969,0.038886817251697424,82651,rolling mean (window=64)
hs_l2_diff_l27,-0.007100615450476612,0.04121535852681977,82651,
hs_cos_dist_l14,0.007086165404706224,0.04162974174004511,82651,
hs_cos_dist_l0,-0.0069429732311083615,0.045930083024217354,82651,
hs_l2_diff_l25_rolling64,-0.00564897872527853,0.10437192442279315,82651,rolling mean (window=64)
hs_l2_diff_l26_ema09,0.0051755692171010954,0.13677295402251555,82651,
hs_l2_diff_l24_rolling64,-0.004671438761476391,0.1792774765090919,82651,rolling mean (window=64)
hs_l2_diff_l25_ema09,-0.004407134638998887,0.20515601967139546,82651,
hs_l2_diff_l24_ema09,-0.0043283393404240315,0.2133725979431085,82651,
hs_l2_diff_l26,0.0032749517580785226,0.34644509694587855,82651,
hs_cos_dist_l22,0.003061523664544102,0.37877867809779137,82651,
hs_l2_diff_l24,-0.0030053357629026716,0.38759037625612436,82651,
hs_l2_diff_l25,-0.0024086263586779264,0.488655643206889,82651,
hs_cos_dist_l21,0.0016967446877004088,0.6256974766758532,82651,
hs_cos_dist_l3,0.0016004176541978563,0.6454453062152712,82651,
hs_cos_dist_l15,-0.0010803328087757573,0.7561190121088391,82651,
hs_l2_diff_l3,-0.0008172504118040379,0.8142486920206796,82651,
