signal,spearman_rho,p_value,n_pairs,note
hs_cos_dist_l2,0.08221757139215648,1.42334299281639e-57,37714,
hs_l2_diff_l17_rolling64,-0.08206035580696129,2.328467748487857e-57,37714,rolling mean (window=64)
hs_l2_diff_l0_ema09,0.08177027750081065,5.759697356402978e-57,37714,
hs_l2_diff_l2_ema09,0.07929385244116888,1.1515666605363895e-53,37714,
hs_cos_dist_l31,-0.07812001800624137,3.893145708415614e-52,37714,
hs_cos_dist,-0.07812001800624137,3.893145708415614e-52,37714,
hs_l2_diff_l20_ema09,0.07794651333899028,6.5217191679375146e-52,37714,
hs_l2_diff_l12_rolling64,-0.07737613849685658,3.527057248627064e-51,37714,rolling mean (window=64)
hs_cos_dist_l30,-0.07599903804762657,1.9724730353064937e-49,37714,
hs_l2_diff_l11_rolling64,-0.07508806084504827,2.7151043304931817e-48,37714,rolling mean (window=64)
hs_l2_diff_l26_rolling64,0.0713128922820451,1.0147687540884772e-43,37714,rolling mean (window=64)
hs_l2_diff_l17_ema09,-0.06841162465978809,2.2917561592923128e-40,37714,
hs_l2_diff_l10_rolling64,-0.06700370563853449,8.660919035016053e-39,37714,rolling mean (window=64)
hs_l2_diff_l13_ema09,-0.06676126849281645,1.606501762332464e-38,37714,
hs_l2_diff_l26_ema09,0.06324285120442506,9.789478656085087e-35,37714,
hs_cos_dist_l3,0.05830130750986384,9.169398586811274e-30,37714,
hs_l2_diff_l23,0.05742584031112141,6.328137690574079e-29,37714,
hs_l2_diff_l11_ema09,-0.05735981030358056,7.312068499527735e-29,37714,
hs_l2_diff_l12_ema09,-0.05667918803575316,3.212405199688638e-28,37714,
hs_l2_diff_l30,-0.05615684102434542,9.885247845359485e-28,37714,
hs_l2_diff_l6_rolling64,-0.055898305683698184,1.717690353886262e-27,37714,rolling mean (window=64)
hs_l2_diff_l31,-0.05579017025934,2.1626422465418306e-27,37714,
hs_l2_diff,-0.05579017025934,2.1626422465418306e-27,37714,
hs_cos_dist_l28,-0.05544552254876439,4.493147514087647e-27,37714,
hs_l2_diff_l4_rolling64,0.05456953897409821,2.8244685230210373e-26,37714,rolling mean (window=64)
hs_l2_diff_l10_ema09,-0.05364703509265986,1.8972682786941119e-25,37714,
hs_l2_diff_l9_rolling64,-0.053343423339332854,3.526330806525537e-25,37714,rolling mean (window=64)
kv_val_var_rolling64,0.05146720054585289,1.5044749390802742e-23,37714,rolling mean (window=64)
kv_val_var_ema09,0.05001864692100803,2.4917418490950567e-22,37714,
hs_cos_dist_l17,-0.04914769250319602,1.2971863274570958e-21,37714,
hs_cos_dist_l16,-0.04898443703649708,1.7616816429912674e-21,37714,
hs_l2_diff_l5_rolling64,-0.04850983886506146,4.264630359920819e-21,37714,rolling mean (window=64)
hs_l2_diff_l22,0.04840932671149003,5.1371804074094426e-21,37714,
hs_l2_diff_l1,0.04830923548937312,6.1811009783025234e-21,37714,
hs_l2_diff_l24,0.0466215118350163,1.321764909937535e-19,37714,
hs_l2_diff_l29,-0.0458223042655064,5.430071265486962e-19,37714,
hs_cos_dist_l18,-0.04477876535691008,3.314360670681783e-18,37714,
hs_l2_diff_l21,0.044754818741991435,3.453179168421835e-18,37714,
hs_l2_diff_l4_ema09,0.044734856295192055,3.573276259154379e-18,37714,
hs_l2_diff_l14_rolling64,-0.043836910848298404,1.6376695761987592e-17,37714,rolling mean (window=64)
hs_l2_diff_l9_ema09,-0.04380201755885791,1.7364151027154635e-17,37714,
hs_cos_dist_l27,-0.0433826764774138,3.496914980075361e-17,37714,
hs_l2_diff_l2,0.04328036557426794,4.1440868965271056e-17,37714,
hs_cos_dist_l19,-0.04307012237030869,5.86724344980975e-17,37714,
hs_l2_diff_l6_ema09,-0.042495846566840585,1.5039780169525197e-16,37714,
hs_l2_diff_l5_ema09,-0.04205939901208126,3.050354490121064e-16,37714,
hs_cos_dist_l26,-0.039997924617662446,7.81856114160643e-15,37714,
hs_l2_diff_l0,0.03997576696280994,8.088995396315655e-15,37714,
hs_l2_diff_l3_rolling64,0.03980954784229879,1.0433341834082558e-14,37714,rolling mean (window=64)
hs_l2_diff_l7_rolling64,-0.036747405954850675,9.431737562183313e-13,37714,rolling mean (window=64)
hs_l2_diff_l19_rolling64,0.03605455463895432,2.489820716702316e-12,37714,rolling mean (window=64)
hs_l2_diff_l3_ema09,0.035021096068511115,1.0246935479459915e-11,37714,
hs_l2_diff_l25,0.03458043674865178,1.8507288054106977e-11,37714,
hs_l2_diff_l14_ema09,-0.0344409002998264,2.2283882834881982e-11,37714,
hs_l2_diff_l16,-0.03442646870179654,2.2715066697950284e-11,37714,
hs_cos_dist_l4,0.03238297201127832,3.169666980264922e-10,37714,
hs_l2_diff_l7_ema09,-0.0316994546132922,7.394577526060127e-10,37714,
hs_cos_dist_l20,-0.03164346823511194,7.91982077501104e-10,37714,
hs_l2_diff_l27_rolling64,-0.0309580370659265,1.8176013956923522e-09,37714,rolling mean (window=64)
hs_cos_dist_l24,-0.03081424235385042,2.1588883984146423e-09,37714,
hs_cos_dist_l15,-0.03000391924772133,5.612658114529925e-09,37714,
hs_l2_diff_l15,-0.029763601444756666,7.416608155826422e-09,37714,
hs_l2_diff_l20,0.02871880708279203,2.430417192480902e-08,37714,
hs_l2_diff_l8_rolling64,-0.027959964915961498,5.61231263725222e-08,37714,rolling mean (window=64)
hs_cos_dist_l25,-0.027868889466093123,6.196500412037224e-08,37714,
hs_cos_dist_l23,-0.027742977014097656,7.102035453994245e-08,37714,
hs_l2_diff_l19_ema09,0.027572325873205787,8.53617631841532e-08,37714,
hs_l2_diff_l26,0.02564719178229367,6.313809045394704e-07,37714,
hs_l2_diff_l8_ema09,-0.02534575810609911,8.531579606648419e-07,37714,
hs_l2_diff_l3,0.025129377129175297,1.0567925809217393e-06,37714,
hs_cos_dist_l22,-0.025097853741511897,1.0901109385577115e-06,37714,
hs_l2_diff_l17,-0.024440532007347283,2.065318180934059e-06,37714,
hs_l2_diff_l28,-0.023775924726669766,3.878180054873496e-06,37714,
hs_l2_diff_l27_ema09,-0.023698446352933243,4.1694047810102336e-06,37714,
hs_cos_dist_l21,-0.02319950266055227,6.611650552859908e-06,37714,
hs_l2_diff_l4,0.022380839231081938,1.381506158711888e-05,37714,
hs_cos_dist_l13,-0.022262975876303798,1.5330655342529687e-05,37714,
hs_l2_diff_l13,-0.020270120708936013,8.259250717366164e-05,37714,
hs_cos_dist_l10,-0.018613252335195576,0.00030045873092640754,37714,
hs_l2_diff_l10,-0.018505454634834755,0.00032568354414500597,37714,
hs_l2_diff_l6,-0.018407727483309273,0.0003502518254384218,37714,
hs_cos_dist_l9,-0.01789127351682108,0.0005114920235241955,37714,
hs_l2_diff_l11,-0.017807686737487654,0.0005433357599456018,37714,
hs_l2_diff_l12,-0.01748801349876754,0.0006829457778281639,37714,
hs_cos_dist_l12,-0.016321699548622177,0.001525463917359152,37714,
hs_l2_diff_l9,-0.015666617073810386,0.002345770570672673,37714,
hs_cos_dist_l5,-0.015385302470141108,0.002808850911282128,37714,
hs_cos_dist_l14,-0.01486499159356677,0.003891086236381726,37714,
hs_l2_diff_l18_ema09,-0.01479897871728792,0.004052608446091356,37714,
hs_l2_diff_l5,-0.014675442572311846,0.004371324322553727,37714,
hs_norm,0.013937825647678119,0.006793917943553567,37714,
hs_l2_diff_l7,-0.01380059698223289,0.007359411971487254,37714,
hs_cos_dist_l8,-0.012505010467434638,0.015161463752993378,37714,
hs_cos_dist_l11,-0.011615043146724858,0.024092342228362883,37714,
hs_cos_dist_l6,-0.01105258280155967,0.03183978513611513,37714,
hs_l2_diff_l18_rolling64,-0.010665920222659801,0.03832872859234164,37714,rolling mean (window=64)
kv_val_var,0.009698320349966757,0.05964554877508373,37714,
hs_l2_diff_l14,-0.00951313727258467,0.06468330351153564,37714,
hs_l2_diff_l8,-0.00911581435088399,0.07668089142796407,37714,
hs_l2_diff_l19,0.008676513269998418,0.0919957521208291,37714,
hs_l2_diff_l27,-0.006360539096486864,0.21675825967892062,37714,
hs_cos_dist_l7,-0.006240402220475329,0.22556462613412898,37714,
hs_l2_diff_l18,-0.005273609949461744,0.30578185010573605,37714,
