signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l10_rolling64,0.1114342331132247,2.750391092678345e-48,17065,rolling mean (window=64)
hs_l2_diff_l0_ema09,0.09547530664280932,7.476293039116681e-36,17065,
kv_val_var_rolling64,0.09370532495563053,1.3601242422663063e-34,17065,rolling mean (window=64)
hs_l2_diff_l9_ema09,0.0928900149672446,5.081066571157848e-34,17065,
hs_l2_diff_l11_ema09,0.092199081221307,1.5384466759791621e-33,17065,
hs_l2_diff_l10_ema09,0.08723873424665253,3.431080145781035e-30,17065,
hs_l2_diff_l12_rolling64,0.07874695336220254,6.886562472306708e-25,17065,rolling mean (window=64)
h2o_attn,0.07593684825136426,2.976763687902971e-23,17065,
hs_l2_diff_l31,0.07479685312473035,1.319789199224557e-22,17065,
hs_l2_diff,0.07479685312473035,1.319789199224557e-22,17065,
hs_l2_diff_l3,0.07267776029963066,1.9814261678280163e-21,17065,
kv_val_var_ema09,0.0710911856596269,1.431861272335341e-20,17065,
kv_key_var_rolling64,0.07000283856007178,5.423292710732632e-20,17065,rolling mean (window=64)
kv_key_norm_rolling64,0.06949594018373828,1.0014473497753533e-19,17065,rolling mean (window=64)
kv_key_norm_preRoPE_rolling64,0.06946835686959238,1.0353037757849781e-19,17065,rolling mean (window=64)
kv_key_var_preRoPE_rolling64,0.0693206384830912,1.236804642304217e-19,17065,rolling mean (window=64)
hs_cos_dist_l2,0.06669968956285055,2.7270111078955107e-18,17065,
hs_l2_diff_l2,0.06600179715680364,6.092564674066667e-18,17065,
hs_l2_diff_l18_rolling64,-0.06330364322898308,1.2605668361079623e-16,17065,rolling mean (window=64)
hs_l2_diff_l17_rolling64,-0.06221493484459794,4.132548411273225e-16,17065,rolling mean (window=64)
hs_l2_diff_l1,0.06154731182744962,8.474093132390713e-16,17065,
kv_key_norm_ema09,0.061264237279266144,1.1463968527375544e-15,17065,
kv_key_norm_preRoPE_ema09,0.06124912614700607,1.1649956597094404e-15,17065,
kv_key_var_ema09,0.06098296915634616,1.5457983911307474e-15,17065,
kv_key_var_preRoPE_ema09,0.06039457748046453,2.876287706150671e-15,17065,
hs_l2_diff_l4,0.05986502811471821,5.0044571894081624e-15,17065,
hs_l2_diff_l12_ema09,0.05888101380057635,1.3829532973167319e-14,17065,
hs_cos_dist_l3,0.05833658892311135,2.4097956107871227e-14,17065,
hs_l2_diff_l0,0.052522447267665036,6.630300614718894e-12,17065,
hs_l2_diff_l17_ema09,-0.05163420485941723,1.4872117483412115e-11,17065,
hs_cos_dist_l1,0.05095814662569731,2.726024727325907e-11,17065,
hs_l2_diff_l7,0.050622434444223735,3.672510555178345e-11,17065,
hs_norm,0.0500795175377271,5.922955927596659e-11,17065,
kv_key_var,0.04889308945065234,1.6544316594221226e-10,17065,
kv_key_var_preRoPE,0.0483702002923784,2.5822364140969143e-10,17065,
kv_key_norm,0.04808010425247164,3.2991573077961725e-10,17065,
kv_key_norm_preRoPE,0.04806595131088762,3.338709237633069e-10,17065,
hs_l2_diff_l6,0.04628621493173551,1.4546778785972165e-09,17065,
hs_cos_dist_l31,0.046279240562469105,1.4629391283078618e-09,17065,
hs_cos_dist,0.046279240562469105,1.4629391283078618e-09,17065,
hs_l2_diff_l5,0.046119631191474594,1.6649976676688337e-09,17065,
hs_cos_dist_l0,0.046021188919227275,1.8029173972732709e-09,17065,
hs_l2_diff_l19_rolling64,-0.04588609979448928,2.010432852798034e-09,17065,rolling mean (window=64)
hs_l2_diff_l18_ema09,-0.045212884715068714,3.444268015899347e-09,17065,
hs_l2_diff_l8,0.04236768784833162,3.082206388639456e-08,17065,
hs_cos_dist_l4,0.041802889645436006,4.686092986106586e-08,17065,
hs_l2_diff_l14_rolling64,0.03915388616813293,3.114559189740602e-07,17065,rolling mean (window=64)
hs_l2_diff_l28_rolling64,-0.035842113457354385,2.8225545455929286e-06,17065,rolling mean (window=64)
hs_l2_diff_l13_rolling64,0.03357146948484513,1.152106837671778e-05,17065,rolling mean (window=64)
hs_l2_diff_l11,0.03349439014433325,1.2066520270539174e-05,17065,
hs_l2_diff_l25_rolling64,-0.03245192622239172,2.2341920563031736e-05,17065,rolling mean (window=64)
hs_l2_diff_l9,0.03218317740593984,2.611184125632349e-05,17065,
hs_l2_diff_l10,0.0312812375897056,4.368647654618183e-05,17065,
hs_l2_diff_l22_rolling64,-0.030547248111999527,6.576201209801391e-05,17065,rolling mean (window=64)
hs_l2_diff_l23_rolling64,-0.030522319456163252,6.667159800972059e-05,17065,rolling mean (window=64)
hs_l2_diff_l24_rolling64,-0.028026595011537467,0.00025059481046323616,17065,rolling mean (window=64)
hs_l2_diff_l16_rolling64,-0.02745738284969447,0.0003341763927482747,17065,rolling mean (window=64)
hs_l2_diff_l19_ema09,-0.027174591047085177,0.000384798372170413,17065,
hs_cos_dist_l5,0.026542311114291568,0.0005250099819063069,17065,
hs_l2_diff_l16_ema09,-0.025269331739299506,0.0009623936822185623,17065,
hs_l2_diff_l14_ema09,0.0237713190167268,0.0018993720068017723,17065,
hs_l2_diff_l13_ema09,0.023255372810682476,0.0023806772302800354,17065,
hs_l2_diff_l27_ema09,0.022893585286551294,0.0027821824183501768,17065,
hs_l2_diff_l29_rolling64,-0.02284446625274235,0.002841223579257288,17065,rolling mean (window=64)
hs_l2_diff_l30_rolling64,-0.021358847171866677,0.005266154069536583,17065,rolling mean (window=64)
hs_l2_diff_l17,-0.020719027380904947,0.0067959219699316835,17065,
hs_l2_diff_l12,0.01913853175237218,0.012413335057923379,17065,
hs_l2_diff_l18,-0.01825105903880244,0.017115559384005392,17065,
hs_l2_diff_l21_ema09,0.017192855663303593,0.024706758943187454,17065,
hs_cos_dist_l20,0.01618141511644674,0.03453136731512289,17065,
hs_l2_diff_l26_rolling64,-0.016173388309039395,0.0346210717122604,17065,rolling mean (window=64)
hs_l2_diff_l19,-0.01544104817611708,0.043686740658864215,17065,
hs_cos_dist_l26,0.015385080437659812,0.04445531858224677,17065,
hs_l2_diff_l15_rolling64,0.015268731002286227,0.046089643648251834,17065,rolling mean (window=64)
kv_val_var,0.015262793364195126,0.04617438723846319,17065,
cross_head_var,-0.015241446140989297,0.04648014514766531,17065,
hs_cos_dist_l6,0.01474967460500906,0.05400967226432896,17065,
hs_l2_diff_l20_rolling64,-0.013468102933532712,0.07852137306143323,17065,rolling mean (window=64)
hs_cos_dist_l27,0.012938396486688552,0.09100319520399096,17065,
hs_cos_dist_l21,0.012931139373251122,0.09118467926932719,17065,
hs_l2_diff_l16,-0.012645504415825447,0.09856184051028652,17065,
hs_cos_dist_l29,0.012347978473919706,0.10674500465091637,17065,
hs_cos_dist_l19,0.010820057647465261,0.15753954983116622,17065,
hs_l2_diff_l23,-0.010542763658123996,0.16845938282293585,17065,
hs_cos_dist_l24,0.01032949563037194,0.17723712094924424,17065,
hs_cos_dist_l25,0.010031105746381996,0.19008383291542208,17065,
hs_cos_dist_l28,0.010025874969812202,0.19031499676866406,17065,
hs_l2_diff_l23_ema09,-0.00988868096849185,0.1964521383613775,17065,
hs_l2_diff_l29_ema09,0.009728993057310988,0.20377659246726737,17065,
hs_l2_diff_l13,0.009410889586167101,0.2189553743872795,17065,
hs_l2_diff_l22,-0.00929710056110458,0.22457741914216936,17065,
hs_l2_diff_l26_ema09,0.00926186743241462,0.22633893867991864,17065,
hs_cos_dist_l16,0.00835433555482238,0.27514457840447953,17065,
hs_cos_dist_l22,0.008196092783082856,0.2843401715687478,17065,
hs_cos_dist_l14,0.007946429232041334,0.29926687821748704,17065,
hs_l2_diff_l24,-0.007935684934269183,0.2999207749289443,17065,
hs_cos_dist_l23,0.007706960197389858,0.3140668958438278,17065,
hs_l2_diff_l25,-0.00758728065826082,0.3216409249501662,17065,
hs_cos_dist_l30,0.007519217730920459,0.32600110261637943,17065,
hs_l2_diff_l24_ema09,-0.007441557192469408,0.33102281966782404,17065,
hs_l2_diff_l25_ema09,-0.007086084299490565,0.3546430871687886,17065,
hs_l2_diff_l20,-0.006699383827716751,0.3815157893872574,17065,
hs_l2_diff_l22_ema09,-0.006568441625375463,0.3908912923157021,17065,
hs_l2_diff_l30_ema09,0.006055605610794232,0.4289371754807595,17065,
hs_cos_dist_l7,0.00600122438436838,0.4330940833066982,17065,
hs_l2_diff_l15_ema09,0.00566579494741982,0.45924421320197684,17065,
hs_l2_diff_l28,-0.0049220979029745236,0.5202594166088929,17065,
hs_cos_dist_l9,-0.0048436833787949465,0.5269278650522021,17065,
hs_l2_diff_l14,0.0033802911712878655,0.6588172308694132,17065,
hs_cos_dist_l18,0.00224174118321877,0.769656332415387,17065,
hs_l2_diff_l27,0.002120302343855963,0.7818095652579099,17065,
hs_cos_dist_l13,0.0018630046864100047,0.8077324049249069,17065,
hs_cos_dist_l17,-0.0016454169482979805,0.8298216810877123,17065,
hs_l2_diff_l28_ema09,-0.0015879569463993425,0.8356782468864166,17065,
hs_l2_diff_l30,0.0014985310878346447,0.844810940644878,17065,
hs_l2_diff_l15,-0.001286818155816353,0.8665134461426403,17065,
hs_l2_diff_l20_ema09,0.000955174355999003,0.9007070233374749,17065,
hs_l2_diff_l26,-0.0009496294187142262,0.9012804759782589,17065,
hs_l2_diff_l21_rolling64,-0.0007318374760894501,0.9238420864240723,17065,rolling mean (window=64)
hs_cos_dist_l12,-0.0007160823142934716,0.9254768029736654,17065,
hs_cos_dist_l11,-0.0006038955090905917,0.9371257208297408,17065,
hs_cos_dist_l15,-0.0004989501092674807,0.9480349716046929,17065,
hs_l2_diff_l27_rolling64,0.0004884257240075473,0.9491295708568255,17065,rolling mean (window=64)
hs_l2_diff_l29,0.0003213864511913949,0.9665141429231632,17065,
hs_cos_dist_l10,-0.0001975599900590094,0.9794120932350582,17065,
hs_cos_dist_l8,0.00018653294759896264,0.980560997297595,17065,
hs_l2_diff_l21,0.00017845901622639542,0.9814022433541516,17065,
