signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l4,-0.04018411373336175,2.8239590228379574e-69,191509,
hs_l2_diff_l7_ema09,0.03980089195064204,5.3914449265231715e-68,191509,
hs_cos_dist_l4,-0.03899407178152657,2.445473706625076e-65,191509,
hs_l2_diff_l3,-0.03864179672201673,3.398719911313054e-64,191509,
hs_l2_diff_l11,0.03824470310216255,6.416430014192672e-63,191509,
hs_cos_dist_l9,0.03659070785081554,9.56938698357586e-58,191509,
hs_l2_diff_l9,0.036561446691948975,1.1758772679668938e-57,191509,
hs_l2_diff_l20,-0.036088111562405975,3.220194029320754e-56,191509,
hs_cos_dist_l10,0.03603950002032609,4.512946998500158e-56,191509,
kv_val_var,-0.03501256523007203,5.070474741696419e-53,191509,
hs_cos_dist_l11,0.035007365844404774,5.25134682853278e-53,191509,
hs_l2_diff_l5_ema09,-0.03387027389753301,9.892798788801308e-50,191509,
hs_l2_diff_l29_ema09,0.031941941262944466,2.0125755707950287e-44,191509,
hs_l2_diff_l8,0.031110797474025703,3.137357530293948e-42,191509,
hs_l2_diff_l19,-0.027470745357674235,2.6621483459948005e-33,191509,
hs_cos_dist_l8,0.025716446337088087,2.1696608166714637e-29,191509,
hs_cos_dist_l29,0.023828362884713454,1.825730146040125e-25,191509,
hs_l2_diff_l7,0.02254506795621614,5.769446270574856e-23,191509,
hs_cos_dist_l7,0.02034218102980264,5.437890616179741e-19,191509,
hs_l2_diff_l12,0.0199481147919747,2.5365228881226836e-18,191509,
hs_cos_dist_l6,0.019926770795422023,2.7548569257694126e-18,191509,
hs_l2_diff_l18,-0.019693590303193845,6.75191972757061e-18,191509,
hs_cos_dist_l14,0.019152277490903345,5.199863233402946e-17,191509,
hs_l2_diff_l16_ema09,-0.01911889098415193,5.886864233891882e-17,191509,
hs_cos_dist_l13,0.018717224289952282,2.5767473471172926e-16,191509,
hs_cos_dist_l12,0.018588385665058226,4.1108587906056763e-16,191509,
hs_cos_dist_l16,0.018365552683676536,9.153217771669586e-16,191509,
hs_l2_diff_l28_rolling64,-0.017671217498671277,1.0439460814517986e-14,191509,rolling mean (window=64)
hs_l2_diff_l28_ema09,-0.016822454412436273,1.8080629437761039e-13,191509,
hs_cos_dist_l17,0.016376045416298706,7.672825522879949e-13,191509,
hs_l2_diff_l13,0.01634506464919044,8.470628557191553e-13,191509,
hs_l2_diff_l16_rolling64,-0.01565593954935779,7.298414995355312e-12,191509,rolling mean (window=64)
hs_l2_diff_l15_rolling64,0.015592463448693906,8.8599242450154e-12,191509,rolling mean (window=64)
hs_l2_diff_l28,-0.013678165284108108,2.1500591720916566e-09,191509,
hs_cos_dist_l5,0.013535935911573522,3.145976115899992e-09,191509,
hs_l2_diff_l16,-0.012823346558387646,2.001010809505591e-08,191509,
hs_l2_diff_l30,0.012163506740019682,1.0199987958667592e-07,191509,
hs_cos_dist_l15,0.012103433671987827,1.1782852215392824e-07,191509,
hs_cos_dist_l18,0.012070577764438095,1.2746557428855496e-07,191509,
hs_l2_diff_l17_ema09,-0.010757835699849734,2.502551672223985e-06,191509,
hs_norm,-0.010391420439630424,5.427155034783151e-06,191509,
hs_cos_dist_l19,0.010373917669902226,5.62810405791662e-06,191509,
hs_cos_dist_l30,0.010146384970700516,8.982519150191569e-06,191509,
hs_l2_diff_l27,-0.01010628159384076,9.744396791169786e-06,191509,
hs_l2_diff_l17,-0.009980049859626802,1.2566307866675405e-05,191509,
hs_cos_dist_l25,-0.008931782258680332,9.277264722802082e-05,191509,
hs_cos_dist_l26,-0.008114061413197916,0.0003839310872456338,191509,
hs_l2_diff_l6,0.007930193768277248,0.0005196397128105877,191509,
hs_cos_dist_l20,0.007258613458133177,0.0014905518164373347,191509,
hs_l2_diff_l15,-0.007148032016755756,0.001759266507400359,191509,
hs_l2_diff_l6_rolling64,-0.007044068912602375,0.0020518330765254,191509,rolling mean (window=64)
hs_l2_diff_l5,-0.006789338701146409,0.002966890713754726,191509,
hs_l2_diff_l14,-0.006697408380345553,0.003379638653107089,191509,
hs_l2_diff_l14_rolling64,0.006208767579942364,0.0065862028339044795,191509,rolling mean (window=64)
hs_cos_dist_l22,0.006189951103068598,0.006751916577714132,191509,
hs_l2_diff_l29,0.005847145804284489,0.010502871510658878,191509,
hs_cos_dist_l28,-0.005539669073322257,0.015339685371037477,191509,
hs_l2_diff_l14_ema09,-0.0047084128420723185,0.03935254055521456,191509,
hs_l2_diff_l17_rolling64,-0.004520499901194586,0.04790088663976813,191509,rolling mean (window=64)
hs_l2_diff_l6_ema09,0.003538296810604837,0.12152240348416367,191509,
hs_cos_dist_l27,0.003048606289520723,0.18216532228587676,191509,
hs_cos_dist_l21,0.0028302919121826853,0.2155012933752009,191509,
hs_l2_diff_l27_ema09,-0.002808856872402354,0.21899717423146467,191509,
hs_l2_diff_l27_rolling64,-0.00256032830029737,0.2625268314738933,191509,rolling mean (window=64)
hs_cos_dist_l24,-0.0018939757781894484,0.4071994138668885,191509,
hs_l2_diff_l15_ema09,0.0007952313188583533,0.7278365367075146,191509,
hs_cos_dist_l23,-0.0004873868160370565,0.8311026619842765,191509,
