signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l10_ema09,0.05557167736684177,3.514605478573303e-26,36224,
kv_key_norm_preRoPE_rolling64,0.0555381831853656,3.762671510753307e-26,36224,rolling mean (window=64)
hs_l2_diff_l8,0.053333822487712144,3.0623320365733847e-24,36224,
hs_l2_diff_l12_rolling64,0.05323600930835901,3.707299568778043e-24,36224,rolling mean (window=64)
kv_key_var_ema09,0.053031899854050844,5.518016094324418e-24,36224,
kv_key_var_preRoPE_ema09,0.05300599563539181,5.803062942020698e-24,36224,
kv_key_norm_ema09,0.05256465384801646,1.3637015695484284e-23,36224,
kv_key_norm_preRoPE_ema09,0.05241737043536706,1.81078965021604e-23,36224,
hs_l2_diff_l3,0.051947719324631776,4.449212795243146e-23,36224,
hs_cos_dist_l1,0.05102392484501118,2.5474965361714584e-22,36224,
hs_l2_diff_l30,0.04895650125947904,1.1313327066616711e-20,36224,
hs_l2_diff_l4,0.04886254160067855,1.3392819024575098e-20,36224,
hs_l2_diff_l11_rolling64,0.048442243645557895,2.8377877048821694e-20,36224,rolling mean (window=64)
hs_l2_diff_l20_rolling64,-0.04818122117779216,4.509341182335094e-20,36224,rolling mean (window=64)
hs_l2_diff_l26_rolling64,0.04780722233076024,8.718483941458915e-20,36224,rolling mean (window=64)
hs_cos_dist_l2,0.04753770338667057,1.3977270887658672e-19,36224,
hs_l2_diff_l29,0.04727248954683879,2.2182945741221365e-19,36224,
hs_l2_diff_l12_ema09,0.047149293979621795,2.7467851965247276e-19,36224,
hs_l2_diff_l6,0.04529685801495199,6.392432698951369e-18,36224,
hs_cos_dist_l5,0.04507266141789408,9.277944945282334e-18,36224,
hs_l2_diff_l14_rolling64,-0.04431947217559719,3.200510314466296e-17,36224,rolling mean (window=64)
hs_l2_diff_l19_ema09,-0.04412854229532947,4.366492262404751e-17,36224,
hs_l2_diff_l28,0.04369007057804872,8.867629000719428e-17,36224,
hs_l2_diff_l18_rolling64,-0.043641460026831246,9.588101264085687e-17,36224,rolling mean (window=64)
hs_l2_diff_l20_ema09,-0.04092810016450749,6.560300016161826e-15,36224,
hs_l2_diff_l11_ema09,0.04003574264859435,2.4854472594639645e-14,36224,
kv_key_var_preRoPE,0.03931629846855882,7.124754658032218e-14,36224,
kv_key_var,0.03931276607511522,7.161362676333554e-14,36224,
kv_key_norm,0.03887754242016979,1.3419763361685812e-13,36224,
kv_key_norm_preRoPE,0.038763271499077316,1.5807710831575104e-13,36224,
hs_l2_diff_l15_ema09,-0.03836927582565194,2.770400398260606e-13,36224,
hs_l2_diff_l26_ema09,0.03809871321950308,4.059570612924867e-13,36224,
cross_head_var,0.037758486194967814,6.539275662409953e-13,36224,
hs_l2_diff_l9,0.037484545068620215,9.570487464375887e-13,36224,
hs_l2_diff_l16_ema09,-0.037331360952981445,1.182818722623798e-12,36224,
hs_l2_diff_l5,0.037212898660000514,1.3925245382562406e-12,36224,
kv_val_var,0.036660433661827994,2.9614753768686234e-12,36224,
hs_l2_diff_l17_ema09,-0.03572960784571278,1.030250394118334e-11,36224,
hs_cos_dist_l6,0.03548800685203437,1.4167097541100522e-11,36224,
hs_l2_diff_l25_rolling64,0.035425811973509504,1.537257775507851e-11,36224,rolling mean (window=64)
hs_cos_dist_l3,0.03510471205675604,2.3382827072929133e-11,36224,
hs_l2_diff_l21_rolling64,-0.03490839326917095,3.016314676171353e-11,36224,rolling mean (window=64)
hs_cos_dist_l27,0.034686300721131144,4.0165652332151104e-11,36224,
hs_cos_dist_l4,0.03208434171035035,1.0098396596807979e-09,36224,
hs_l2_diff_l21_ema09,-0.03159965785646383,1.7929664925410204e-09,36224,
hs_l2_diff_l18_ema09,-0.03150768851402952,1.9974337543874782e-09,36224,
hs_l2_diff_l27,0.0291720907022932,2.804891796001025e-08,36224,
hs_l2_diff_l25_ema09,0.02902685112685482,3.2847548981336525e-08,36224,
hs_cos_dist_l26,0.02460575297354933,2.8179334540554584e-06,36224,
hs_l2_diff_l10,0.023892239601597833,5.420769260128278e-06,36224,
hs_l2_diff_l14_ema09,-0.021670447745898994,3.710692736562699e-05,36224,
hs_cos_dist_l25,0.021108957750222628,5.872078510604143e-05,36224,
hs_cos_dist_l7,0.020159071728077054,0.00012451925484782908,36224,
hs_l2_diff_l12,0.020076696045208783,0.0001327117013489432,36224,
hs_l2_diff_l22_ema09,-0.01695495002061887,0.001250565489661619,36224,
hs_l2_diff_l22_rolling64,-0.016912989468085615,0.0012859300922324454,36224,rolling mean (window=64)
hs_cos_dist_l8,0.01651750523939042,0.0016675953954429473,36224,
hs_l2_diff_l11,0.015959895524340167,0.0023841307871706337,36224,
hs_l2_diff_l26,0.015130458766812094,0.00397945565119649,36224,
hs_l2_diff_l13_rolling64,-0.01434509330058458,0.006327844219955398,36224,rolling mean (window=64)
hs_cos_dist_l24,0.014125974519236984,0.007175619024789125,36224,
hs_l2_diff_l23_ema09,-0.014051382813090877,0.00748667336888133,36224,
hs_l2_diff_l23_rolling64,-0.01401259004142571,0.0076531760284363985,36224,rolling mean (window=64)
hs_l2_diff_l24_rolling64,0.01337196573511716,0.010925921787729317,36224,rolling mean (window=64)
hs_l2_diff_l20,-0.01322416383679055,0.011838373245321165,36224,
hs_cos_dist_l9,0.012309176925281436,0.019141447944904303,36224,
hs_l2_diff_l19,-0.012296134499092401,0.01926917158228452,36224,
hs_l2_diff_l21,-0.012140682426575282,0.020849797462828723,36224,
hs_cos_dist_l23,0.012134898801288364,0.020910724310483755,36224,
hs_l2_diff_l25,0.011709252080313582,0.02584219458488135,36224,
hs_cos_dist_l17,0.011142456804184733,0.03394770661152508,36224,
hs_cos_dist_l19,0.010765447394551663,0.04046860909975863,36224,
hs_l2_diff_l24_ema09,0.010501809082336049,0.04563499532092618,36224,
hs_cos_dist_l22,0.01000560815425794,0.05686986345280765,36224,
hs_cos_dist_l18,0.008619538441963791,0.10090198712886178,36224,
hs_l2_diff_l16,-0.008586375422365353,0.10222011071107606,36224,
hs_cos_dist_l16,0.008333488163748601,0.11272738404246888,36224,
hs_l2_diff_l17,-0.00832705224993428,0.11300550289264719,36224,
hs_l2_diff_l15,-0.008174152465500744,0.1197731807051709,36224,
hs_cos_dist_l20,0.008164682573557075,0.12020255965199318,36224,
hs_cos_dist_l15,0.008034806902893793,0.12621366651236487,36224,
hs_cos_dist_l10,0.007889938630469212,0.13319209810669577,36224,
hs_l2_diff_l18,-0.0077000657922187835,0.14278614717417762,36224,
hs_cos_dist_l21,0.00734432767988951,0.1621769227615615,36224,
hs_cos_dist_l11,0.007079381445527089,0.17786399660489594,36224,
hs_l2_diff_l22,-0.006418074574153996,0.22189785563408423,36224,
hs_l2_diff_l23,-0.00621412568317814,0.23693578996700876,36224,
hs_cos_dist_l13,-0.00617759752359449,0.23970346869737152,36224,
hs_l2_diff_l13,0.005683811735695315,0.27936417862180707,36224,
hs_cos_dist_l12,-0.005352071152384811,0.30838785550885195,36224,
hs_l2_diff_l24,0.005107265581838431,0.33104139063108384,36224,
hs_l2_diff_l14,-0.004830668470206684,0.3578991377679756,36224,
hs_cos_dist_l14,0.0036715583823561,0.4846949084002679,36224,
hs_l2_diff_l13_ema09,0.0027354874974349977,0.6026332560201949,36224,
